"region","city","lat","lng","total_2016","median_income","percent_pop_aian","percent_pop_change","percent_pop_poverty","comm_pcnt_initial","comm_age_change_1980_2016","subs_year","subs_percent_households_harvesting","subs_percent_households_using","subs_lbs_per_capita_harvest","pu_lbs_harvested","pu_lbs_per_capita","sport_license_per_capita"
"Kuskokwim","Kipnuk",59.9388889,-164.0413889,682,34250,0.997067448680352,0.838274932614555,0.366568914956012,-0.333333333333333,9,NA,NA,NA,NA,NA,NA,0.0249266862170088
"Kotzebue","Kivalina",67.7269444,-164.5333333,671,59063,0.982116244411326,1.78423236514523,0.263785394932936,-0.6,34,2007,30.95238,50,7.744395,NA,NA,0.0238450074515648
"Southeast","Klawock",55.5522222,-133.0958333,856,40000,0.531542056074766,1.69182389937107,0.179906542056075,2.71428571428571,-4,1997,68.9,88.7,104.89,NA,NA,0.592289719626168
"Southeast","Klukwan",59.4038889,-135.8844444,64,42083,0.859375,-0.525925925925926,0.125,-1,NA,1996,71,100,266.54,NA,NA,0.03125
"Cook Inlet","Knik-Fairview",NA,NA,17038,85335,0.0904448878976406,NA,0.075654419532809,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook Inlet","Knik River",NA,NA,757,65625,0.0686922060766182,NA,0.0752972258916777,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kotzebue","Kobuk",66.9072222,-156.8811111,137,48750,0.970802919708029,1.20967741935484,0.335766423357664,NA,NA,2012,66.6,93.3,92.10528,168.76,1.23182481751825,0.0948905109489051
"Kodiak","Kodiak",57.79,-152.4072222,6272,67571,0.133609693877551,0.318755256518082,0.103635204081633,0.237226277372263,17,NA,NA,NA,NA,NA,NA,0.962850765306122
"Kodiak","Kodiak Station",NA,NA,1353,66167,0.024390243902439,-0.0124087591240876,0.0643015521064302,NA,NA,1991,90.3,96.8,32.64,NA,NA,NA
"Bristol Bay","Kokhanok",59.4419444,-154.7558333,145,35000,0.917241379310345,0.746987951807229,0.282758620689655,-0.0909090909090909,1.5,2005,82.9,97.1,512.8,NA,NA,0.2
"Bristol Bay","Koliganek",59.7286111,-157.2844444,162,55417,0.864197530864197,0.384615384615385,0.0925925925925926,0,16.5,2005,85.7,100,564.7,NA,NA,0.290123456790123
"Kuskokwim","Kongiganak",59.9532731,-162.8951327,446,38125,1,0.866108786610879,0.289237668161435,0.105263157894737,13,NA,NA,NA,NA,NA,NA,0.139013452914798
"Yukon","Kotlik",63.0341667,-163.5533333,662,38438,0.972809667673716,1.25938566552901,0.382175226586103,-0.0394736842105263,18,1980,85.7,NA,144.09,16.77,0.0253323262839879,0.13595166163142
"Kotzebue","Kotzebue",66.8983333,-162.5966667,3288,85278,0.721715328467153,0.600778967867575,0.177311435523114,0.433333333333333,12,2014,43.5,89.7,46.11355,991.89,0.301669708029197,0.202250608272506
"Norton Sound","Koyuk",64.9319444,-161.1569444,261,35000,0.961685823754789,0.388297872340426,0.452107279693487,-0.125,0,2006,70.2,98.6,129.1845,96.44,0.369501915708812,0.172413793103448
"Yukon","Koyukuk",64.8802778,-157.7008333,79,23438,0.987341772151899,-0.193877551020408,0.341772151898734,-1,NA,NA,NA,NA,NA,NA,NA,0.455696202531646
"Southeast","Kupreanof",56.8144444,-132.9805556,24,76250,0.416666666666667,-0.48936170212766,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuskokwim","Kwethluk",60.8122222,-161.4358333,787,47500,0.986022871664549,0.733480176211454,0.245235069885642,-0.356164383561644,6.5,2010,69.89247,97.84946,170.3463,54.51,0.0692630241423126,0.121982210927573
"Kuskokwim","Kwigillingok",59.8644444,-163.1341667,332,41250,0.993975903614458,-0.0621468926553672,0.189759036144578,-0.315789473684211,19,NA,NA,NA,NA,0,0,0.123493975903614
"Cook Inlet","Lake Louise",62.2813889,-146.5511111,7,NA,0,NA,0,NA,NA,2013,40,90,8.903222,NA,NA,NA
"Yukon","Lake Minchumina",63.8827778,-152.3122222,29,47500,0.137931034482759,NA,0.172413793103448,NA,NA,2002,16.66667,83.33334,1.3,NA,NA,0.172413793103448
"Cook Inlet","Lakes",NA,NA,8944,84821,0.11080053667263,NA,0.0737924865831843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak","Larsen Bay",57.54,-153.9786111,47,34750,0.617021276595745,-0.720238095238095,0.212765957446809,-0.473684210526316,26,2005,62.9,91.4,153.1,19.43,0.413404255319149,1.5531914893617
"Cook Inlet","Lazy Mountain",61.6261111,-148.9455556,1538,74886,0.0780234070221066,NA,0.0806241872561769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bristol Bay","Levelock",59.1141667,-156.8588889,97,33750,0.989690721649485,0.227848101265823,0.237113402061856,-0.75,0,2005,64.3,92.9,151.8,NA,NA,0.43298969072165
"Kuskokwim","Lime Village",61.3563889,-155.4355556,3,NA,1,-0.9375,0.666666666666667,NA,NA,2007,85.71429,100,555.7982,NA,NA,NA
"Yukon","Livengood",65.5244444,-148.5447222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeast","Loring",55.6025,-131.6361111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook Inlet","Lowell Point",60.0725,-149.4411111,138,NA,0,NA,0.326086956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuskokwim","Lower Kalskag",61.5122222,-160.3580556,286,28750,0.947552447552448,0.16260162601626,0.381118881118881,-1,NA,2009,52.38095,88.88889,98.63276,NA,NA,0.104895104895105
"Southeast","Lutak",59.3411111,-135.5655556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Copper River","McCarthy",61.4333333,-142.9216667,28,NA,0,NA,0,NA,NA,2012,53.8,94.8,45.77987,NA,NA,NA
"Kuskokwim","McGrath",62.9563889,-155.5958333,332,58750,0.47289156626506,-0.0647887323943662,0.13855421686747,0,17,2011,40.74,88.89,66.00153,522.8,1.57469879518072,NA
"Yukon","Manley Hot Springs",65.0011111,-150.6338889,82,56667,0.231707317073171,0.344262295081967,0.304878048780488,0.75,32,2012,26.8,92.6,349.553,NA,NA,0.402439024390244
"Bristol Bay","Manokotak",58.9813889,-159.0583333,787,37708,0.801778907242694,1.67687074829932,0.1715374841169,-0.015625,18,2008,80.32787,96.72131,135.0306,NA,NA,0.273189326556544
"Yukon","Marshall",61.8777778,-162.0811111,343,30833,1,NA,0.297376093294461,2.54545454545455,14,2010,73.91304,91.30434,194.3151,NA,NA,0.384839650145773
"Cook Inlet","Meadow Lakes",61.6247222,-149.6011111,7694,60625,0.102157525344424,NA,0.138419547699506,NA,NA,NA,NA,NA,NA,NA,NA,0.000129971406290616
"Kuskokwim","Mekoryuk",60.3880556,-166.185,191,30417,0.979057591623037,0.19375,0.18848167539267,-1,NA,NA,NA,NA,NA,NA,NA,0.204188481675393
"Copper River","Mendeltna",62.0661111,-146.45,20,NA,0,NA,0,NA,NA,2013,70,100,25.48785,NA,NA,NA
"Copper River","Mentasta Lake",62.9211111,-143.7691667,181,33750,1,2.06779661016949,0.530386740331492,NA,NA,2010,30.4,100,43.42602,NA,NA,0.0331491712707182
"Kuskokwim","Mertarvik",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeast","Metlakatla",55.1291667,-131.5722222,1620,53846,0.85679012345679,0.534090909090909,0.11358024691358,-0.672727272727273,29.5,1987,28.4,82.1,20.3,0,0,0.137037037037037
"Yukon","Minto",65.150411,-149.349708,213,35938,0.967136150234742,0.392156862745098,0.262910798122066,-1,NA,2012,30.4,91.3,96.81189,0,0,0.145539906103286
"Yukon","Moose Creek",64.71,-147.1436111,739,53879,0.0013531799729364,0.449019607843137,0.020297699594046,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook Inlet","Moose Pass",60.4875,-149.3688889,354,NA,0.146892655367232,3.65789473684211,0.186440677966102,0.666666666666667,-21,2000,55.6,84.8,31.9,785.83,2.21985875706215,0.477401129943503
"Southeast","Mosquito Lake",59.5291667,-136.0911111,181,33269,0.143646408839779,NA,0.0607734806629834,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yukon","Mountain Village",62.0855556,-163.7294444,838,37813,0.924821002386635,0.437392795883362,0.337708830548926,-0.26530612244898,15,2010,55.65217,94.78261,111.9468,20.96,0.0250119331742243,0.300715990453461
"Southeast","Mud Bay",55.4208333,-131.7680556,197,NA,0.0355329949238579,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yukon","Nabesna",62.3719444,-143.0086111,0,NA,NA,NA,NA,NA,NA,1987,50,100,93.27,NA,NA,NA
"Bristol Bay","Naknek",58.7283333,-157.0138889,544,79688,0.450367647058824,0.710691823899371,0.0477941176470588,0,20,2007,84,93.33,177.3634,40.62,0.0746691176470588,0.494485294117647
"Cook Inlet","Nanwalek",59.3563889,-151.9208333,216,35938,0.916666666666667,NA,0.462962962962963,6,NA,2014,75,85.7,173.546,NA,NA,0.087962962962963
"Kuskokwim","Napakiak",60.6966667,-161.9519444,404,30625,0.943069306930693,0.541984732824427,0.433168316831683,-0.365853658536585,20.5,2011,67.86,92.86,232.2375,40.62,0.100544554455446,0.155940594059406
"Kuskokwim","Napaskiak",60.7080556,-161.7661111,424,32143,0.94811320754717,0.737704918032787,0.308962264150943,-0.0740740740740741,9,2011,71.43,100,174.5496,NA,NA,0.153301886792453
"Southeast","Naukati Bay",55.8736111,-133.1847222,35,13295,0.171428571428571,NA,0.4,NA,NA,1998,68,88,48.59,NA,NA,0.228571428571429
"Copper River","Nelchina",61.9919444,-146.7686111,144,54063,0,NA,0.243055555555556,NA,NA,2013,50,66.6,27.71381,NA,NA,NA
"Alaska Peninsula and Aleutian Islands","Nelson Lagoon",56.0006152,-161.206974,46,67500,0.826086956521739,-0.220338983050847,0.0652173913043478,-0.375,15,1987,92.3,92.3,85.81,NA,NA,0.152173913043478
